20200923	1246	3122221412	61	1.76
20201206	0250	4152259378	29	1.43
20200427	1209	2122161626	29	0.52
20201123	2306	4042326231	48	0.84
20201003	0722	3102532501	41	0.48
20201115	2354	3102518255	14	0.99
20201024	1317	4152264578	36	0.35
20200719	1557	3122451692	56	1.04
20200613	0037	4152609352	28	1.39
20201219	2135	3122592644	11	0.90
20200111	2007	3102367618	54	0.11
20200909	2157	4152301637	53	0.75
20200505	2040	3102209782	61	0.58
20200308	1510	3102418389	13	0.05
20201220	0119	4042157253	40	1.30
20201114	0132	3102606886	69	1.79
20200409	1826	3102432929	24	1.83
20200813	1830	4042485796	65	1.47
20200224	1014	2122187343	56	0.14
20200819	1628	2122612195	57	0.12
20200529	0312	4152368892	14	0.87
20200930	0100	4042186358	52	0.09
20200823	2157	2122297413	19	1.11
20200920	1516	4042392390	62	0.23
20201023	2105	2122523992	29	0.89
20200519	1857	4152229366	62	1.82
20200811	0244	2122538765	37	1.57
20200901	1646	4152123908	59	0.22
20200426	1842	4152609329	66	1.26
20200514	1300	4042435393	16	1.84
20200514	0526	4152448042	38	1.35
20201103	2311	4042308303	64	0.99
20200202	0907	3102558691	48	1.03
20200112	0827	4042586689	46	0.54
20200125	0420	4152171928	14	1.84
20200108	2219	4042305251	58	0.90
20200312	0656	3102172156	37	1.58
20200424	1813	4042406495	63	0.27
20201102	1657	4042364038	37	1.79
20201124	1015	4042228631	66	0.85
20200727	0236	3122338501	12	0.53
20201006	2004	3102362603	26	1.11
20200405	1914	4152373011	11	1.77
20201216	0729	4152488904	23	1.20
20200820	1700	2122222364	28	0.06
20200526	1133	3102248218	48	1.57
20200710	1411	3102527521	67	1.36
20200523	1136	4152515821	62	1.43
20200820	0505	4042259274	44	1.21
20200617	1504	4042393038	29	0.38
20200426	1046	4152479227	46	1.61
20200813	2048	4152475019	29	0.41
20200311	2036	2122277233	29	0.95
20201130	2333	3102402961	54	1.53
20200209	1607	3102276839	36	1.43
20200403	0224	2122563396	14	0.47
20200310	1925	4152324396	10	0.06
20200510	1203	3122468588	21	1.93
20200623	0935	4152128351	35	1.77
20201030	2125	3122153497	68	1.34
20201118	1852	3122234065	12	0.80
20201214	0627	4152157884	62	1.91
20200604	1752	4152327741	48	0.53
20200502	2317	4042191440	29	0.60
20200406	0003	3102474777	19	0.15
20201024	1703	2122149391	10	0.07
20201123	1406	3122159769	62	0.57
20200723	1402	4152148472	66	0.57
20200402	2159	2122377614	52	1.91
20200728	1117	4042213222	14	0.86
20200411	0704	3122264648	33	1.86
20201016	0842	3122239000	69	1.92
20200414	0442	3102539874	53	1.12
20201008	0824	4042553470	37	1.40
20200426	0430	4152379978	51	0.27
20200122	0655	2122519856	13	1.00
20200703	2316	4152281685	52	1.44
20201217	2125	3122507458	53	0.56
20200824	1622	3102265501	13	0.17
20200404	0728	4152357706	17	0.50
20200925	2254	3122296496	59	0.91
20201210	0259	4042419072	65	1.11
20200801	0603	3122485314	50	1.58
20200130	1500	3102557849	57	1.79
20200216	1846	4152349652	52	1.58
20200806	0637	4152145146	66	1.74
20200709	0659	3102514178	43	0.64
20201107	2337	4152562518	49	0.71
20200320	1531	3102218595	26	1.68
20200613	0907	3102459710	12	1.95
20200630	1934	2122437922	49	1.88
20200919	2043	3102545912	44	1.79
20200812	1737	2122315231	53	0.60
20200917	2301	3102236357	27	0.08
20201105	1848	3102345193	20	1.66
20201215	0539	3102514424	56	1.79
20200623	0455	3122611778	29	1.99
20200711	2209	4042395271	13	1.65
20201112	1931	3102388948	48	0.77
20200203	2056	4042304307	23	0.01
20201104	2149	2122357643	22	0.95
20200501	2122	4042356790	47	0.85
20200619	0637	3102223613	69	0.09
20201118	0118	3122245060	35	1.09
20200107	2227	2122568138	13	0.85
20200228	0839	3122367733	29	0.83
20200915	1253	4042169210	68	0.11
20200803	0729	4152145236	27	1.94
20201115	1706	4152355768	14	0.70
20200805	0416	4042345539	27	0.21
20200531	1024	4042324690	29	0.59
20200706	1924	3102334172	33	0.27
20200622	0527	4152419352	25	0.68
20200318	1126	4152619560	58	1.53
20201203	1319	3102309076	31	0.61
20200423	0957	3122158428	43	1.85
20201213	1701	3102324515	65	1.07
20200901	1343	4042204070	36	0.16
20200118	1709	4152253940	62	0.18
20201215	1757	3102308232	40	0.85
20200413	1547	4042533008	45	0.97
20201026	0955	4152276043	40	1.85
20201207	0443	4152214778	50	1.90
20200902	0956	2122162229	47	1.91
20200419	0546	4152368400	53	0.19
20201129	2053	4152442417	21	0.21
20200628	0208	4152434273	57	0.79
20200803	0639	4152192428	38	1.75
20200223	0607	4152431998	40	0.80
20200218	1931	3122408790	34	1.56
20200328	2007	3122384056	41	0.45
20201230	0741	4042366269	13	0.06
20200126	2229	2122314661	24	0.12
20200115	1934	4042422540	10	1.44
20200111	1100	3122229916	18	0.92
